"","l2.t.0.582496032714844","l2.t.0.445651196128444","l2.t.0.308806359542044","l2.t.0.171961522955644","l2.t.0.0351166863692435","l2.t0.101728150217157","l2.t0.238572986803557","l2.t0.375417823389957","l2.t0.512262659976357","l2.t0.649107496562757","l2.t0.785952333149157","l2.t0.922797169735557","l2.t1.05964200632196","l2.t1.19648684290836","l2.t1.33333167949476","l2.t1.47017651608116","l2.t1.60702135266756","l2.t1.74386618925396","l2.t1.88071102584036","l2.t2.01755586242676"
"Procr",-0.687888905844593,-0.684243179765545,-0.547473009646497,-0.23310427966201,0.0751446705857963,0.239691324179858,0.22268253057082,0.118092763048256,0.0630403043821673,0.0787826915750051,0.15888402954869,0.296908423225127,0.486419977526247,0.720982797373949,0.994160987690171,1.2995186533968,1.63061989941578,1.981028830669,2.3443095520784,2.71402616856588
"Serpina3g",1.78166971826455,1.35949123152183,1.04933113496351,0.851331513216123,0.484241744840808,0.0161272795487662,-0.12902031623233,-0.00503293950857029,0.109185647888273,0.16387397103694,0.164443872141808,0.116307193407248,0.0248757770376478,-0.104438534762602,-0.266223899789148,-0.455068475837585,-0.665560420703545,-0.892287892182642,-1.12983904807051,-1.37280204616275
"Maff",3.40810851288367,1.6826096706254,0.6835294550726,0.659251344453392,0.641827442100059,0.223948074223578,-0.240851375539287,-0.601023432486642,-0.845837100315973,-0.981568232153586,-1.01813342218054,-0.965449264577928,-0.833432353526792,-0.6319992832082,-0.371066647803219,-0.0605510414929153,0.289630941541654,0.66956270711941,1.0693276610593,1.47900920918025
"Myo10",2.28466231178324,1.02204902258174,0.562466331994371,1.02423071998825,0.78686110631011,-0.308207986473737,-0.774717791107457,-0.549717283198102,-0.293651359461839,-0.128476283968433,-0.0459292523321671,-0.0377474601673288,-0.095668103088199,-0.211428376709068,-0.376765476644231,-0.583416598507951,-0.823118937914533,-1.08760969047826,-1.36862605181341,-1.65790521753428
"Hbb-bs",1.0832950636182,1.2950868705185,1.09117494863267,0.393366207634884,-0.0165993632483037,0.037574341780939,0.0139130874403149,-0.167593622180121,-0.337983314819942,-0.467221326651285,-0.559048719565843,-0.61720655545529,-0.645435896211305,-0.647477803725565,-0.627073339889753,-0.587963566595545,-0.53388954573462,-0.468592339198661,-0.395813008879344,-0.319292616668346
"Stfa3",-0.333901542805916,-0.373901471491909,-0.282031339569436,-0.0714553430359095,-0.125078157361691,-0.456654652111308,-0.673632578256527,-0.712114905338912,-0.685445405071918,-0.618761489327078,-0.515700832238731,-0.379901107941228,-0.214999990568923,-0.0246351542561652,0.187555726862698,0.417934978653313,0.662864926981325,0.918707897712396,1.18182621671217,1.44858220984628
"Thbs1",1.74820588406931,-0.0232049588506831,-0.601230924979799,0.298778823899734,0.6500363012948,-0.0332047986408267,-0.38740290161899,-0.228075090399409,-0.00439038883309689,0.197443886838104,0.379414138968288,0.54350676991156,0.691708182022026,0.826004777653783,0.948382959160928,1.06082912889757,1.16532968921781,1.26387104247573,1.35843959102547,1.45102173722109
"Mmp3",-0.282672494844073,-0.280203588680187,-0.179388904672265,0.0744521641392778,0.422009485986154,0.709404946356006,0.734504100075541,0.5745666752547,0.426839224147358,0.326066397022215,0.267979591699059,0.248310205997696,0.262789637737927,0.307149284739552,0.37712054482237,0.468434815806186,0.5768234955108,0.698017981756007,0.827749672361616,0.961749965147421
"Batf",1.29993268400194,0.878810236672524,0.509009963183791,0.215781468457722,-0.0415728881273192,-0.292464453255624,-0.540900371929678,-0.76625639254174,-0.941146458451516,-1.06410450933056,-1.13985163745437,-1.17310893509848,-1.16859749453842,-1.13103840804969,-1.06515276790784,-0.97566166638837,-0.867286195766812,-0.74474744831869,-0.612766516319512,-0.476064492044827
"Ptch2",1.52198126156391,0.682361538773623,0.0190685753604944,-0.362695303181625,-0.533889955646457,-0.535406694249637,-0.356278862262305,-0.0796792080680579,0.180390279979662,0.404579998377334,0.59615174436585,0.758367315186138,0.894488508079117,1.00777712028569,1.10149494904677,1.17890379160329,1.24326544519615,1.29784170706626,1.34589437445454,1.39068524460192
"Irf1",1.20298815380329,-0.222978725088117,-0.817052216418885,-0.329111335779949,0.00879251066999292,-0.270314599543865,-0.631500116084938,-0.869660463922312,-0.995885123011246,-1.02028659488516,-0.952121532927245,-0.800646590520692,-0.575118421048659,-0.284793677894355,0.0610709855590678,0.453218915928376,0.882393459830446,1.33933796388205,1.81479577470003,2.29951023890118
"Slbp",-0.478340116541624,-0.476523564488958,-0.370244575071948,-0.167888980122977,-0.164568099816586,-0.350090558324774,-0.385730698309103,-0.246503984449134,-0.06861425346366,0.120554654428178,0.319977359507618,0.528628482055892,0.74548264235424,0.969514460683909,1.19969855732614,1.43500955256216,1.67442206667323,1.91691071994057,2.16145013264543,2.40701492506906
"Adamts1",0.00911887642857917,-0.483036080833912,-0.622014690448749,-0.31039963182695,-0.10180417491981,-0.169721695767481,-0.211016014113653,-0.149385257498222,-0.0407594289780584,0.101344544234871,0.273883194441229,0.47381305394167,0.698090655036852,0.94367253002743,1.20751521121407,1.48657523089742,1.77780912137814,2.07817341495688,2.38462464393431,2.69411934061109
"Gm26917",-0.927106609314014,-0.788350547353597,-0.597539157621698,-0.375008554627786,-0.325471234340599,-0.431766095406547,-0.441528105809677,-0.324049457371158,-0.165099777384598,0.0168729205453353,0.219775634787434,0.441515363710476,0.679999105683257,0.933133859074543,1.19882662225314,1.4749843935878,1.75951417144734,2.05032295420052,2.34531774021614,2.64240552786298
"Negr1",-0.869203080052099,-0.700075854189394,-0.619956819443658,-0.579931874883702,-0.183739492590656,0.425032933742013,0.569111997385577,0.320861029038176,0.107094456648988,0.00264901618134987,-0.00241357708487473,0.0819683921301606,0.245856639106326,0.479312879123478,0.77239882746148,1.11517619940018,1.49770671021945,1.91005207519915,2.34227400961911,2.78443422875923
"Atg2a",2.30178731301719,0.909677696660419,0.257173057731908,0.473518194681072,0.140633750099818,-0.85197156659895,-1.15328475724443,-0.768751986925143,-0.378994880400593,-0.107710155534415,0.0558724041877898,0.122523015280424,0.103011894257885,0.00810925763455819,-0.151414678075141,-0.364789696356827,-0.621245580696108,-0.910012114578576,-1.22031908148984,-1.5413962649155
"Lgi4",0.0794193042906766,0.212029962050127,0.291765063944482,0.323592561766735,0.458563603759815,0.668799127413223,0.741638656956926,0.68782089684709,0.62644860263202,0.579600644508266,0.54595662828571,0.524196159774233,0.512998844783713,0.511044289124029,0.517012098605067,0.529581879036704,0.547433236228817,0.569245775991292,0.593699104134007,0.619472826466839
"Lrrc15",1.66371710784119,0.805282391994597,0.542753578275907,0.941402223974177,0.718799740573594,-0.214395002620872,-0.620596073775388,-0.453837367467124,-0.271382723152593,-0.17540028524411,-0.158028944068404,-0.211407589952191,-0.327675113222197,-0.498970404205145,-0.717432353227758,-0.975199850616757,-1.26441178669886,-1.57720705180081,-1.9057245362493,-2.24210313037107
"Nuak1",1.26261664821999,0.611718384125778,0.389813021550474,0.631865351155872,0.372517344898428,-0.42473559331482,-0.774886093653468,-0.650887171815148,-0.508012490970719,-0.430122689439775,-0.411310050921084,-0.445666859113418,-0.52728539771555,-0.650257950426254,-0.80867680094432,-0.996634232968506,-1.20822253019759,-1.43753397633035,-1.67866085506557,-1.92569545010201
"Bmp4",2.15929472929749,1.26551205784551,0.510495311773498,0.0653612428126499,0.183698699628445,0.626895778597567,0.711355069768573,0.444484422413217,0.170554721432116,-0.047573925810328,-0.214974342381282,-0.336719351347887,-0.417881775777294,-0.463534438736654,-0.478750163293116,-0.468601772513829,-0.43816208946594,-0.392503937216607,-0.336700138832971,-0.275823517382188
"H1f0",0.709577179485375,-0.182129293035309,-0.503734918775659,-0.0762100318995247,0.283847610208162,0.263981075367306,0.212506468569249,0.232967065755112,0.279713654943854,0.342450155401305,0.419722938830302,0.510078376933696,0.612062841414332,0.724222703975059,0.845104336318705,0.973254110148134,1.10721839716618,1.24554356907569,1.38677599757952,1.5294620543805
"Col8a2",-0.913542990251194,-0.471688572848777,0.00925669988626699,0.455042857551617,0.502868487908783,0.243489904078956,0.224576648179288,0.455439769627621,0.678133808196019,0.84644917691994,0.965329391239783,1.03971796659596,1.07455841842887,1.07479426217893,1.04536901328654,0.991226187192123,0.917309299336069,0.828561865158791,0.729927400100699,0.626349419602198
"Gm42726",-0.349608521406326,-0.3075438912165,-0.246690989472743,-0.176965786063432,-0.180027524001562,-0.2129948068748,-0.112634791126586,0.0982431080494314,0.309843872711055,0.50226905796438,0.677261898301064,0.836565628212768,0.981923482191161,1.11507869472791,1.23777450031467,1.35175413344311,1.45876082860489,1.56053782029169,1.65882834299515,1.75537563120695
"1500015O10Rik",0.406726679897806,0.518888901809267,0.561986974698742,0.522011014305568,0.526367727020514,0.633667923958695,0.805138758321445,0.972675568185004,1.06944494700577,1.08832354883975,1.03639235341303,0.920732340451658,0.74842448968172,0.526549780829286,0.262189193620422,-0.0375762922187943,-0.365665696962298,-0.714998040884012,-1.07849234425787,-1.4490676273578
"Ddhd1",1.89266319157936,0.691033939420741,-0.0180995908242878,0.00790601609365866,0.376634124244549,0.729587705240616,0.875327948180951,0.842318026155585,0.75582009106818,0.642133213454475,0.503729115362313,0.34307951883954,0.162656145934006,-0.0350692813064524,-0.247625040833982,-0.472539410600742,-0.70734066855888,-0.949557092660561,-1.19671696085793,-1.44634855110315
"St8sia2",1.80916901445665,1.06076606634444,0.550786253656101,0.29279604685058,-0.267465870161325,-1.06775437889676,-1.39503875214112,-1.27717420169209,-1.10402733865791,-0.949976375756989,-0.81328532206811,-0.692218186670084,-0.585038978641692,-0.490011707061737,-0.40540038100901,-0.329469009562313,-0.260481601800422,-0.196702166802158,-0.1363947136463,-0.0778232514116473
"Gstm1",-0.369372986490836,-0.512819157922101,-0.617989894512313,-0.565436042277987,-0.0318507784730636,0.753967810123928,1.04627836880075,0.890702881768687,0.71241446055269,0.589923354507927,0.518157080437014,0.492043155142565,0.506509095427193,0.556482418093518,0.636890639944153,0.742661277781711,0.868721848408809,1.00999986862806,1.16142285524208,1.31791832505349
"Tnmd",-0.409954325007305,-0.0324509100247541,0.203495073877049,0.217918737565091,0.0885344150761462,-0.0397358551600537,-0.00124565733989652,0.169082461209414,0.346593700594447,0.508280860927429,0.655582494849451,0.78993715500161,0.912783394025003,1.02555976456073,1.12970481924987,1.22665711073354,1.31785519165282,1.40473761464882,1.48874293236263,1.57130969743533
"Col7a1",1.31045080243502,0.8525009630277,0.637234874151688,0.691445759304951,0.493724207887756,0.0101747034011643,-0.251690626816734,-0.274902213294341,-0.290385518133334,-0.34055739051179,-0.422264324289756,-0.532352813327282,-0.667669351484416,-0.825060432621206,-1.00137255059771,-1.19345219927396,-1.39814587251002,-1.61230006416593,-1.83276126810174,-2.0563759781775
"Vegfa",3.26911051706103,1.98379941639618,1.05047487564171,0.618263185128718,0.323631836484787,0.0167823864308747,-0.161191087141942,-0.223587303526817,-0.261284971310776,-0.292415121842672,-0.317574802145405,-0.337361059241911,-0.35237094015509,-0.363201491907868,-0.370449761523154,-0.374712796023856,-0.37658764243291,-0.376671347773216,-0.375560959067678,-0.373853523339242
"Grasp",3.35172732603562,1.47735073686761,0.353533721710016,0.270560574882661,0.349285060736575,0.165983533827785,-0.0520197761427685,-0.227803976341415,-0.383716014403877,-0.52533228501759,-0.65395240340518,-0.770875984789254,-0.877402644392426,-0.974831997437311,-1.06446365914653,-1.14759724474267,-1.22553236944836,-1.29956864848622,-1.37100569707885,-1.44114313044888
"Enho",1.07108842488988,0.949613497231269,0.838461425027554,0.72254888792629,0.521210327587821,0.230476639180337,-0.0687732649614679,-0.339923651415746,-0.576235812679341,-0.778951254690235,-0.951124224653224,-1.09580896977309,-1.21605973725463,-1.31493077430263,-1.39547632812189,-1.46075064591719,-1.51380797489333,-1.55770256225509,-1.59548865520727,-1.63022050095466
"Nr4a2",2.21821426017484,0.803460533379281,0.201913434750704,0.553409556294071,0.287958356855939,-0.780133557942964,-1.264149201834,-1.08625474637599,-0.839268426487824,-0.635524056302083,-0.47109054948219,-0.342036819691558,-0.244431780593601,-0.174344345851732,-0.127843429129375,-0.100997944089936,-0.0898768043968344,-0.0905489237134865,-0.099083215703307,-0.111548594029718
"Tia1",0.972040620619604,-0.512362576674992,-1.02875117705701,-0.338829640095917,-0.0581232029868996,-0.534850827762422,-0.614635424730863,-0.213168313743819,0.198003349702361,0.532572798450987,0.797503870201846,0.999760402654726,1.14630623350939,1.24410520046562,1.30012114122319,1.32131789348189,1.31465929494147,1.28710918330173,1.24563139626243,1.19718977152336
"Fndc1",-0.693775911989545,-1.14803196749627,-1.12811180661091,-0.543529773286237,-0.27880470535621,-0.473247335777981,-0.407360159359265,-0.0379365076052172,0.330738589131072,0.643476085257916,0.905361217194343,1.1214792213594,1.29691533417213,1.43675479205157,1.54608283141676,1.62998468868675,1.69354560028058,1.74185080261727,1.77998553211589,1.81303502519547
"Smad7",3.60056296312449,1.298655482099,0.061088639197066,0.273505260737704,0.595726594443437,0.428593573682483,0.197379699904823,0.0421726310811458,-0.0796413229368513,-0.178373610077725,-0.256122563693936,-0.31498651713796,-0.357063803762254,-0.384452756919292,-0.399251709961535,-0.403558996241451,-0.3994729491115,-0.389091901924154,-0.374514188031876,-0.357838140787135
"Npy",2.23226476102099,1.75110968976963,1.28172195119119,0.828104450056135,0.374138046693303,-0.095708332696017,-0.586089494741604,-1.03365141767782,-1.35604909123077,-1.54705900857893,-1.61862551119549,-1.58269294055357,-1.45120563812637,-1.23610794538704,-0.949344203808731,-0.60285875486461,-0.208595940027847,0.221499899228401,0.675484421430975,1.14141328510671
"A830082K12Rik",0.788190231693166,0.187896228328774,0.00601714068888614,0.272320296027258,0.0314033961112934,-0.709383271413352,-0.898389759940862,-0.531972090793169,-0.128228355055884,0.2163835160842,0.50723914668136,0.749714160789886,0.949184182464097,1.11102483575825,1.24061174472666,1.3433205334236,1.42452682590338,1.48960624622029,1.54393441842862,1.59288696658264
"Adam8",1.0349588265237,0.763388898584666,0.603520574823862,0.574063555713268,0.457834583606157,0.235757158663408,0.109833215180996,0.0704971675675076,0.00497236020922463,-0.105367698232727,-0.256448894023462,-0.444197113428103,-0.66453824271177,-0.913398168139583,-1.18670277597667,-1.48037795248815,-1.79034958393915,-2.11254355659478,-2.44288575672016,-2.77730207058043
"Gap43",0.467799176689921,-0.387920055067705,-0.805164504035372,-0.639745388058697,-0.493245764556727,-0.529906583896992,-0.377762341650868,-0.0423963587781453,0.280875605181993,0.557495363694515,0.791704026345558,0.98774270272127,1.1498525024078,1.2822745349913,1.38924991005792,1.4750197371938,1.54382512598509,1.59990718601793,1.64750702687848,1.69086575815288
"Cox6b2",3.24650740051482,1.5438315323136,0.613559563573941,0.69187427712967,0.653185126771664,0.165457613027644,-0.119654966918429,-0.142667745633367,-0.157243565718201,-0.210060774528276,-0.297642882179487,-0.416513398787714,-0.563195834468845,-0.734213699338771,-0.926090503513371,-1.13534975710855,-1.35851497024017,-1.59210965302414,-1.83265731557633,-2.07668146801264
"Knstrn",2.18089848793377,0.324399729989072,-0.25820730194664,0.726534781559757,1.07785712097718,0.281218935901297,-0.163509128479472,-0.0767657983614431,0.0183901715058605,0.0261981075405559,-0.0454012599089407,-0.188467200494198,-0.395058983866819,-0.657235879678361,-0.967057157580423,-1.31658208722457,-1.6978699382624,-2.10297998034548,-2.5239714831254,-2.95290371625374
"Dpep1",-0.764271975220931,-0.368325004601548,-0.131472702657776,-0.0384744806922548,0.366599694845101,1.00931890541308,1.26400898471075,1.1450869330301,0.981174128407431,0.834874222245645,0.704586041957393,0.58870841495532,0.485640168652072,0.393780130460293,0.311527127792633,0.237279988061738,0.169437538680254,0.106398607060833,0.0465620206161155,-0.0116733932412479
"Krt19",1.49707576423611,1.31570983213313,1.13827623742318,0.975164238758278,0.853922219097882,0.778175430325859,0.724223465488066,0.667758713177121,0.589411132000259,0.487220009176443,0.363352939400853,0.219977517368665,0.0592613377750565,-0.116628004684794,-0.305522915315712,-0.505255799422515,-0.713659062310029,-0.928565109283074,-1.14780634564648,-1.36921517670505
"Ifih1",-1.29870393332834,-1.06911794193456,-0.779870296709856,-0.39179220908479,0.0801010044628533,0.52738241879024,0.776695429353892,0.859577412772879,0.901393302845939,0.927604326101226,0.93962910679491,0.938886269183133,0.926794437522062,0.904772236067868,0.874238289076702,0.836611220804732,0.793309655508111,0.745752217443011,0.695357530865586,0.643544220032
