"","l1.t.0.580472279743976","l1.t.0.473299333927341","l1.t.0.366126388110706","l1.t.0.258953442294071","l1.t.0.151780496477436","l1.t.0.0446075506608015","l1.t0.0625653951558334","l1.t0.169738340972468","l1.t0.276911286789103","l1.t0.384084232605738","l1.t0.491257178422373","l1.t0.598430124239008","l1.t0.705603070055643","l1.t0.812776015872277","l1.t0.919948961688912","l1.t1.02712190750555","l1.t1.13429485332218","l1.t1.24146779913882","l1.t1.34864074495545","l1.t1.45581369077209"
"H2-DMb1",0.0278635302026382,-0.063951158654675,-0.0197596162517279,0.271601215700711,0.701566055295755,1.01034822415414,1.08308869048096,0.937587892756976,0.635061146055934,0.309677166487551,0.0704138996628725,-0.0716358522495455,-0.123298183562334,-0.091399188588219,0.0172350383601329,0.195778402970056,0.437404810928841,0.735288167923796,1.08260237964226,1.47252135177154
"Osr1",0.701471701046774,0.517432935932184,0.403403992577109,0.413692493435671,0.449668777241342,0.312562443894724,0.000857175080319832,-0.309723172926092,-0.515535526003923,-0.660270320754265,-0.790628099846152,-0.914235694969381,-1.03156708746739,-1.14309625868361,-1.24929718996147,-1.35064386264442,-1.44761025807587,-1.54067035759927,-1.63029814255805,-1.71696759429565
"a",-0.200845789945855,-0.0145742764836717,0.150446857288691,0.276252186082595,0.371052067640044,0.462035439975113,0.57729304124118,0.745007804105911,0.957201950163874,1.13784545568895,1.22357512335424,1.21045353653567,1.10542178759724,0.915420968902931,0.647392172816727,0.308276491702614,-0.09498498207542,-0.555451156153392,-1.06618093816732,-1.62023323575321
"Meox2",0.606052815989251,0.383359063653472,0.218682243228481,0.162572561889855,0.214642621036868,0.334585686633125,0.424036366437937,0.334576635506313,0.0183866802666346,-0.379739489475121,-0.731746015024496,-1.02151232869109,-1.2534087853246,-1.43180573977473,-1.56107354689118,-1.64558256152364,-1.68970313852183,-1.69780563273543,-1.67426039901416,-1.6234377922077
"Tuba1c",0.0405534654907916,-1.09975227737437,-1.71585531054772,-1.37718284927882,-0.471046432352826,0.0642177172824045,0.0532509601667561,0.0100365729102014,0.22591928765892,0.527834130867337,0.743123395495844,0.851421161740276,0.860240109903207,0.777092920287189,0.609492273194812,0.364950848928634,0.0509813277912254,-0.324903609914838,-0.755191283886994,-1.23236901382268
"Spp1",-1.12119070344384,-0.782043103019837,-0.40646540496798,0.0342205610611294,0.494835681073595,0.87867009976525,1.12452224394249,1.20423753336682,1.12802093666918,0.976086496533596,0.816718235568154,0.66030657590548,0.506643912261929,0.355522639353852,0.2067351518976,0.0600738446095273,-0.084668887794011,-0.227700650596663,-0.369229049082077,-0.509461688533903
"Pla2g7",-1.55372160222168,-1.50920170514271,-1.43218789200673,-1.29220273863199,-1.05769920948509,-0.700728046792555,-0.275728113816583,0.0900173068187861,0.329628823272528,0.494706419645028,0.635751983549712,0.761488533988127,0.872991032295126,0.971334439805545,1.05759371785423,1.13284382777601,1.19815973090575,1.25461638857828,1.30328876212845,1.34525181289109
"Tenm2",0.830032621692623,0.835146021875787,0.846882873148872,0.870280385879762,0.894530396826038,0.897017692659885,0.848578927769304,0.714699190315244,0.488243016822428,0.213952550968451,-0.0689200098959972,-0.354160451579695,-0.641602507305767,-0.931079910297335,-1.22242639377752,-1.51547569096945,-1.81006153509624,-2.10601765938101,-2.4031777970469,-2.70137568131701
"Krt15",1.80619191253724,1.69380495709281,1.51564748399952,1.21926848192063,0.87632166942547,0.63898397592807,0.485447612086221,0.238125502202646,-0.174020097568467,-0.611249391111925,-0.948660304270529,-1.17360151292298,-1.29397036355419,-1.31766420264907,-1.25258037669253,-1.1066162321695,-0.887669115564887,-0.6036363733636,-0.262415352050557,0.128096601889327
"Foxd1",0.670608072427861,0.673574691619888,0.675289097208575,0.674434692230356,0.6677114550738,0.650456350180613,0.619352599725023,0.572333545635715,0.509754347631045,0.43644535358516,0.356630114477093,0.271290070687033,0.180813160433781,0.0855873219361361,-0.0139995065870986,-0.117559386917124,-0.224704380835137,-0.335046550122339,-0.448197956559928,-0.563770661929101
"Cdc42ep3",-0.942901197956383,-0.786342590897515,-0.583398245543274,-0.295543654913842,0.0491668422861628,0.377368948203548,0.669241719391019,0.953343762067924,1.22870380105808,1.43559626667597,1.52443405732178,1.49458848025849,1.35439319014368,1.11218184163495,0.77628808938989,0.355045588066082,-0.14321200767889,-0.710151043187436,-1.33743786380196,-2.01673881486489
"Sbspon",-0.821131197544523,-0.877222046238318,-0.890727889273409,-0.823476811350341,-0.660093573500194,-0.402569858195045,-0.0694832260699956,0.306080975839565,0.684309522755847,1.01369199727353,1.25460419340808,1.40621512353544,1.47479530327844,1.4666152482599,1.38794547410265,1.24505649642951,1.0442188308633,0.791702993026849,0.493779498542983,0.156718863034516
"Cthrc1",0.238977350822088,0.179079684578285,0.19190319456507,0.330883454067892,0.449927821998714,0.275397327236144,-0.150548874501579,-0.502995954872617,-0.610105485134641,-0.606752915380939,-0.623465690460018,-0.678185138178002,-0.768242523306274,-0.890969110616205,-1.04369616487918,-1.22375495086658,-1.42847673334978,-1.65519277710016,-1.9012343468891,-2.16393270748798
"Ankrd33b",-3.24260569338727,-2.430805564324,-1.64570271795702,-0.912298935009876,-0.255945348343738,0.297952666259741,0.727729310413067,1.01522941556811,1.16118830622659,1.2016598763039,1.16869988888692,1.07110473684686,0.91341294273412,0.700163029099111,0.435893518492204,0.125142933463828,-0.227550203435626,-0.61764736965577,-1.0406100426462,-1.49189969985651
"Sema3a",-0.835938757520209,-0.648200747568903,-0.455079293191574,-0.252072033557796,-0.0419761205353389,0.16742164400543,0.373790217583337,0.579695046424779,0.78030666055905,0.956558507203474,1.09303854599523,1.18972391205318,1.24940888958221,1.27488776278725,1.26895481587321,1.234404333045,1.17403059850754,1.09062789646573,0.986990511124487,0.865912726688728
"Dusp5",-2.15350307579595,-1.84776040743967,-1.52435744753893,-1.16819854287639,-0.783681548834686,-0.390736376301766,-0.0363209290946119,0.209270137069966,0.325274587097752,0.385682655746202,0.455820724807506,0.544685568382479,0.650962238347727,0.773335786579849,0.910491264955442,1.06111372535113,1.2238882196435,1.39749979970915,1.5806335174247,1.77197442466675
"Ccl4",1.63321925698115,1.00065451469289,0.567273763299678,0.502856834234268,0.750782435439953,1.09384932435843,1.3743546462743,1.49145542568961,1.40941339108391,1.21127061428458,0.972176140899381,0.705401044497063,0.412888990457057,0.0965836441588032,-0.241571329018251,-0.599632263694672,-0.975655494491014,-1.36769735602784,-1.77381418292571,-2.19206230980517
"Cdkn2b",-1.91415809309273,-1.54245939122592,-1.14373885458107,-0.701018398371407,-0.310793340121856,-0.142374190921044,-0.190723439618506,-0.294404805983949,-0.349949407999703,-0.373290412782602,-0.387147651179414,-0.395371050259077,-0.39835620438476,-0.396498707919575,-0.390194155226704,-0.379838140669288,-0.365826258610481,-0.348554103413431,-0.328417269441284,-0.305811351057202
"Prss23",0.959164093096064,0.717812514054799,0.573112149415653,0.60094878462513,0.678538954597261,0.551941341246155,0.203236843685388,-0.173072012087606,-0.455621687472639,-0.674693287929827,-0.867143367876566,-1.03984691808656,-1.194190491391,-1.33156064062107,-1.45334391860796,-1.56092687818285,-1.65569607217692,-1.73903805342138,-1.8123393747474,-1.87698658898616
"Il33",0.559456047321517,0.551273764207648,0.553060344245879,0.5709723136398,0.56784106921335,0.478051352246912,0.290395502518287,0.0427286141033943,-0.22976403588568,-0.500158390490355,-0.748616188040656,-0.97346878870702,-1.17637369145288,-1.35898839524168,-1.52297039903686,-1.66997720180184,-1.80166630250008,-1.919695200095,-2.02572139355005,-2.12140238182865
"Timp1",0.591603560055333,0.229959858265097,0.117347810224818,0.449589725562427,0.9146471622963,0.86618749131228,0.279814100045731,-0.309628612121123,-0.590363996832447,-0.707272000420022,-0.811957379913396,-0.927249128789766,-1.05240249383465,-1.18667272183353,-1.32931505957193,-1.47958475383533,-1.63673705140925,-1.80002719907919,-1.96871044363064,-2.14204203184913
"Sphk1",1.61708610834696,1.24767836192557,0.908314826991989,0.626496124053228,0.421429214883239,0.305985211345308,0.28666958679718,0.364146703982374,0.507662717322066,0.627731059925914,0.651378618647575,0.57334873140503,0.400780938788399,0.140814781387806,-0.199410200206634,-0.612754465404797,-1.09207847361657,-1.63024268425181,-2.22010755672044,-2.8545335504323
"Apoc1",0.880153604278998,0.879715809226789,0.878000016658542,0.87513885728619,0.889420138401342,0.948345515807729,1.00560558037966,0.949538660801578,0.739509659311615,0.472854290729551,0.236395464131486,0.0411231692423845,-0.115854611062224,-0.237429893906845,-0.326494696415952,-0.385941035714034,-0.418660928925581,-0.427546393175064,-0.415489445586984,-0.38538210328582
"F11r",0.459380280280216,0.452670462177875,0.463194902151785,0.506758956195203,0.594822976939181,0.733185081046739,0.880150664367358,0.9521968762281,0.91052784629327,0.803278260468092,0.675509218002244,0.534952228005849,0.382505228754137,0.219066158522342,0.0455329555856881,-0.137196441780601,-0.328224095301295,-0.526652066701159,-0.731582417704975,-0.942117210037521
"Bcl2l11",-3.02168983948607,-2.24926313117725,-1.49951758728335,-0.796503223191206,-0.202965948522017,0.196040427741109,0.42246928192375,0.593679352937264,0.776333600964643,0.935400398037505,1.03587750269196,1.07593491304958,1.0598151516854,0.99176074117446,0.876014204091782,0.716818063012405,0.518414840511364,0.285047059163688,0.0209572415444104,-0.26961208977143
"Stfa3",-1.23585289805247,-0.876118633631865,-0.54871237158548,-0.283116164760477,-0.0983979693639897,-0.00702872434963322,-0.0390944617808685,-0.239858310332154,-0.582784760960081,-0.905232043781872,-1.07177095167842,-1.0713550720004,-0.915707559979538,-0.616551570847549,-0.185610259836164,0.365393217822904,1.02473570689793,1.78069405215718,2.62154509836895,3.5355656903015
"Pde4b",-1.57261468951188,-1.48276517450222,-1.33380946678724,-1.07760317612873,-0.76375247575406,-0.508438268947395,-0.350190472187329,-0.256976966558393,-0.198186919572263,-0.150535646336554,-0.0966934576253492,-0.0344759461970303,0.0355287933525249,0.11273266642744,0.196547578431833,0.286385434769829,0.381658140845555,0.481777602063126,0.586155723826666,0.694204411540297
"Chchd10",0.281954256393614,0.427200321334048,0.555145846065306,0.650193833641627,0.704787841841036,0.717591385482979,0.69489932822074,0.649680359193382,0.594035370392407,0.537990470149222,0.489034860159842,0.44786526050448,0.413934956655759,0.386697234086312,0.365605378268759,0.350112674675734,0.33967240877986,0.333737866053765,0.331762331970077,0.333199092001423
"Thap3",0.915984690328668,0.757003611112138,0.598136206498013,0.439482848931683,0.281062254229732,0.122836865625555,-0.0351784260243057,-0.192921591497427,-0.350412318686374,-0.507827173351249,-0.66531537528581,-0.822894610889175,-0.980558488000652,-1.13830061445955,-1.29611459810516,-1.45399404677682,-1.61193256831381,-1.76992377055545,-1.92796126134104,-2.08603864850988
"Nt5e",1.28384373459774,1.15887973109387,1.0649773740692,1.02587168813894,0.992523294999259,0.86864448814201,0.659407551811173,0.461040623815192,0.329999352043301,0.241888059045984,0.170621538114036,0.111445881640718,0.0635120988124453,0.0259711988156414,-0.00202580916327389,-0.0213279159378896,-0.0327841123217783,-0.0372433891285245,-0.0355547371717103,-0.0285671472649153
"Kcnq1ot1",-0.078173411103891,-0.0998499441855017,-0.0914904841236677,-0.0309215601769037,0.0230271332191013,-0.0406441828350776,-0.212073602067882,-0.373065307739287,-0.458451014525676,-0.509996571486606,-0.569125550716216,-0.641463621685942,-0.726083274408266,-0.822056998895669,-0.928457285160632,-1.04435662321564,-1.16882750307317,-1.3009424147457,-1.43977384824572,-1.58439429358571
"Abcc9",0.313262360497868,0.359760642781193,0.389837693566455,0.388026820364457,0.337438865231888,0.221512424744322,0.049252593068235,-0.147611297892148,-0.344881792085373,-0.534036033556211,-0.71000512183164,-0.872787392460333,-1.02330879139766,-1.16249526459901,-1.29127275801974,-1.41056721761523,-1.52130458934086,-1.624410819152,-1.72081185300402,-1.81143363685231
"Rgmb",3.15163455473723,2.0967784696958,1.27526944722842,0.87964169057717,0.750190486170484,0.489873659960979,0.0297284842579912,-0.402757807889562,-0.673035179399291,-0.840990342399305,-0.970272050697978,-1.072343940917,-1.14911661966916,-1.20250069356721,-1.23440676922396,-1.24674545325215,-1.24142735226458,-1.22036307287401,-1.18546322169324,-1.13863840533502
"Gnb4",0.304041683717475,-0.155329611092301,-0.545041412903785,-0.803323299446782,-0.914856416414717,-0.898263702398801,-0.778713737984562,-0.586585467045236,-0.35752855413772,-0.136761168274535,0.0404889495009254,0.171514395250342,0.25956095194031,0.307874402537382,0.319700530008121,0.2982851173191,0.246873947436895,0.168712803328071,0.0670474679591906,-0.0548762757031727
"Vps8",-0.459880001364359,-0.310121431175613,-0.189921031113013,-0.125943664278525,-0.13135213352345,-0.207757877181859,-0.323102205301635,-0.415824269983595,-0.456295056384734,-0.476924025396191,-0.507993786701762,-0.553342611506056,-0.611967859031945,-0.682866888502303,-0.765037059139995,-0.857475730167895,-0.959180260808874,-1.0691480102858,-1.18637633782155,-1.309862602639
"Map3k8",0.243535457278088,0.0901722691212483,-0.0159134223447202,-0.0381548510051122,-0.0447269404614785,-0.170467599112677,-0.378933202287876,-0.480604015001377,-0.3942947823364,-0.25278148064916,-0.176353511494146,-0.178934439895934,-0.25497645507173,-0.398931746238734,-0.605252502614154,-0.868390913415192,-1.18279916785905,-1.54292945516293,-1.94323396454404,-2.37816488521958
"Il19",2.1964669526967,1.70228000937524,1.32344274835789,1.15168441634451,1.05751737197823,0.767244238604378,0.304536456516785,-0.040188405041118,-0.119410774445027,-0.0721124153195103,-0.0304844015744836,-0.0135175697390928,-0.0194802721743305,-0.0466408612411914,-0.0932676893006732,-0.157629108713764,-0.237993471841454,-0.332629131044739,-0.439804438684613,-0.55778774712207
"C4b",0.757042580365888,0.727380557335429,0.707416568004457,0.701776966148694,0.65431089707005,0.470860029982561,0.169361486591885,-0.131971574925792,-0.363420568858555,-0.553141268273721,-0.731510821890168,-0.903602249125594,-1.06985638459875,-1.23071406292839,-1.38661611873326,-1.53800338663212,-1.68531670124371,-1.82899689718679,-1.9694848090801,-2.1072212715424
"C1qc",-2.33142760766169,-2.18244628274742,-1.9138537689611,-1.4253024601127,-0.77435457367384,-0.129702846293466,0.397865016557409,0.751832556289759,0.920972896014571,0.975716578636008,0.978420197027703,0.941107540448799,0.866588453469126,0.757672780658524,0.617170366586846,0.447891055823936,0.252644692939628,0.034241122503773,-0.204509810913789,-0.460798262743214
"Fosb",1.04718506056402,0.686729369455106,0.395418894372763,0.234077629735773,0.2107179529663,0.294951709022323,0.45250157141002,0.646363602300341,0.837067949862942,0.980692088892175,1.04399387778876,1.02661802223045,0.934229508309679,0.772493322118872,0.547074449750458,0.263637877296863,-0.0721514091494745,-0.454628423496133,-0.878128179650676,-1.33698569152068
"F13a1",-0.912227023810989,-0.464655557153349,0.000884387211905337,0.494640697052667,0.937164750071085,1.19061923697869,1.23932069789431,1.17749125229432,1.07830128476355,0.968055379557883,0.863050550002776,0.765373582000452,0.674509931105998,0.58994505287448,0.51116440286098,0.437653436620575,0.368897609708337,0.304382377679349,0.243593196088684,0.186015520491413
"Ccbe1",-0.898905822799196,-0.949250114632728,-0.928294338891353,-0.774507201088467,-0.497056243934981,-0.156434940019442,0.183179841019918,0.455697786597787,0.632850692307516,0.757677005499454,0.869833206838658,0.975821602056638,1.07607527935439,1.17102732693289,1.26111083299316,1.34675888573618,1.42840457336296,1.50648098407447,1.58142120607173,1.65365832755573
"Bckdhb",0.430338534701595,0.513006128969164,0.59989817698723,0.692028698126287,0.750252019182933,0.709883898345308,0.572310316926913,0.398127771833281,0.22414645263208,0.0385095375472969,-0.171779339653053,-0.407237318949417,-0.666097087794482,-0.946591333640934,-1.24695274394146,-1.56541400614874,-1.90020780771548,-2.24956683609434,-2.61172377873802,-2.9849113230992
"Saa3",0.640223614946594,0.515655284405924,0.500797214096846,0.683838411385204,0.955474643443373,1.07459847241783,1.00793166356872,0.909522371205111,0.864026493508816,0.813166166918237,0.700435555532996,0.521047530497087,0.279682611722067,-0.0189786808805138,-0.370255827399096,-0.769468307922132,-1.21193560253807,-1.69297719133535,-2.20791255440243,-2.75206117182775
"Sowahc",2.7009019472987,1.95292342475711,1.25357227974703,0.645427956261379,0.131251500245801,-0.312877092042534,-0.670992423052275,-0.8913933934126,-0.9619389768779,-0.947289425207069,-0.90455906566783,-0.84366360647,-0.765878556307851,-0.672479423875613,-0.56474171786755,-0.443940946977873,-0.311352619900847,-0.168252245330736,-0.0159153319617505,0.144382611511844
"Ecm2",1.03503008128875,1.02456252643197,0.95451512311892,0.77834885555099,0.575275307215526,0.505719192659465,0.546689330370728,0.510849359543974,0.302114237900927,0.00695785661941641,-0.291896119244528,-0.582157466735845,-0.864429539119954,-1.13931568966227,-1.40741927162823,-1.66934363828324,-1.92569214289273,-2.17706813872212,-2.42407497903683,-2.66731601710228
"Ly6d",1.00489365065109,1.03203422801778,0.959490519705237,0.710035299828676,0.425560184252007,0.386586200440717,0.499689079551763,0.337588391930853,-0.268284339624595,-0.977632491851572,-1.48604965901921,-1.76033020912031,-1.81691464049085,-1.6722434514668,-1.34275714038411,-0.844896205578753,-0.195101145386706,0.590187541856076,1.49452935781363,2.50148380414998
"Plscr1",-0.344624765195003,-0.491641950573832,-0.455926525334222,-0.0959878523636547,0.326961189145348,0.288871086466353,-0.198952452028193,-0.644515009833057,-0.769827775748816,-0.731326811102945,-0.687566963605261,-0.662002235546388,-0.653355010316833,-0.660347671307082,-0.681702601907643,-0.716142185509012,-0.76238880550169,-0.819164845276177,-0.885192688222968,-0.959194717732568
"Slc29a1",1.11042858735147,0.798762701829295,0.557276079501244,0.442175212955763,0.380517458073531,0.214148100316367,-0.0607166565707289,-0.309073092965687,-0.45846963643234,-0.563319075174054,-0.67654383145267,-0.80540479019846,-0.948804015668344,-1.10564357211923,-1.27482552380804,-1.45525193499169,-1.64582486992708,-1.84544639287114,-2.05301856808077,-2.2674434598129
"Hist1h2ap",0.927742206272634,0.7568553430888,0.645655500410481,0.643013294672444,0.70254796890792,0.712806497150788,0.6342385494985,0.492772041006919,0.320757458455269,0.15831402895789,0.0366040241417258,-0.0421030053831446,-0.0808266229493438,-0.0825863918894914,-0.050401875536213,0.0127073627778734,0.103721759720145,0.219621751957984,0.357387776158764,0.514000268989868
"Syne1",0.882237637950943,0.562453514005145,0.318867613427095,0.212581004107699,0.165480508795647,0.00856360683644768,-0.242608421517328,-0.406975251519011,-0.401491037590644,-0.33846903927635,-0.321031367510423,-0.361686626799534,-0.456355674170213,-0.600959366648989,-0.791418561262338,-1.02365411503682,-1.29358688499893,-1.59713772817519,-1.93022750159212,-2.28877706227624
"Nid1",0.568559762744105,-0.0807149930677954,-0.454466874489601,-0.330782565892779,0.0222630207747119,0.0116620305186565,-0.400837673321589,-0.75419343526557,-0.793983671998369,-0.687535497580308,-0.600397257773598,-0.555667942429207,-0.550369701005059,-0.581524682959068,-0.64615503774915,-0.741282914833227,-0.863930463669214,-1.01111983371503,-1.17987317442859,-1.36721263526781
"Ddah1",-0.421829170937845,-0.555858597445308,-0.514156634215636,-0.153736707206112,0.37565919670051,0.727770567561703,0.842577565097712,0.918402850767846,1.06250901776224,1.19376996211694,1.2344980517256,1.17841811319307,1.03232776854661,0.803024639813502,0.497306349021031,0.121970518196459,-0.316185230632924,-0.81036327543985,-1.35376599419703,-1.9395957648772
"Nr2f1",-0.376090970733742,-0.572132854188642,-0.67629854854518,-0.609603232840512,-0.388311610222837,-0.0970478654858636,0.189486060476736,0.407042680414429,0.517851325548575,0.533286209030785,0.467571523368871,0.327331505526519,0.117799141335051,-0.155792583374243,-0.48821068277004,-0.874222171021044,-1.30859406229594,-1.7860933707634,-2.30148711059216,-2.84954229595086
"Adamts4",-2.0584158313513,-1.71032384294116,-1.34904531955382,-0.965990782464714,-0.603786614553353,-0.338009155409416,-0.167146266905577,-0.0206066558167252,0.137044542684847,0.270529289334965,0.347281260260164,0.365722218950965,0.329946621505768,0.244048924022983,0.112123582601013,-0.0617349466617318,-0.273432207666849,-0.518873744315936,-0.79396510051058,-1.09461182015238
"C1qtnf3",0.285527889321219,0.310500337340638,0.344460633580214,0.392170628411693,0.408548456806419,0.317323976908717,0.13381521344436,-0.0447799314961673,-0.166712809006816,-0.271163411833405,-0.395990932294791,-0.545583625053209,-0.718202540519998,-0.912108729106489,-1.12556324122402,-1.35682712728392,-1.60416143769753,-1.86582722287618,-2.14008553323121,-2.42519741917395
"Nrp2",-0.385261301782279,-0.435322915372915,-0.402391061559703,-0.213244909659093,0.144888430084734,0.636465721179576,1.13926030327579,1.45570023760971,1.49616171588685,1.37914026834229,1.21501085314169,1.02253474561871,0.803702380903924,0.560504194127861,0.294930620421062,0.00897209491407634,-0.29538094726255,-0.616138070978271,-0.951308841102549,-1.29890282250484
"Odc1",-0.765092476687744,-1.07802945189656,-1.16967069976526,-0.856333783160137,-0.273460703566027,0.225864613728538,0.536472975644452,0.778140585040392,1.0187169608977,1.21351194965514,1.31955258866849,1.33553466884676,1.26778188105564,1.12261791616083,0.906366465028017,0.625351218522895,0.285895867511148,-0.105675897141519,-0.543040384569423,-1.01987390390687
"Hp",0.783209969716487,0.743989014709034,0.694873494277697,0.626606295295261,0.529924722014452,0.39612283623487,0.227064198727346,0.0340250453801028,-0.171955027515738,-0.380903565830952,-0.585249934177812,-0.784146171674094,-0.977974973125511,-1.16711903333779,-1.35196104711665,-1.5328837092678,-1.71026971459695,-1.88450175790984,-2.05596253401217,-2.22503473770968
"Itgb3",-0.0770343536984338,0.0435382088896206,0.164307024968843,0.28121595285013,0.332257556912587,0.22047305719832,-0.019920072128085,-0.237676737558111,-0.352116113938849,-0.42306807796671,-0.508729683712848,-0.616777362928751,-0.745639220503578,-0.893743361326543,-1.05951789028684,-1.24139091227364,-1.43779053217616,-1.64714485488357,-1.86788198528507,-2.09843002826984
"Gadd45g",0.856492651296675,0.840762757522986,0.801575827479134,0.716204063298353,0.551218021319811,0.270148749060657,-0.0748885137124289,-0.353343556759734,-0.502352147404334,-0.591600155599221,-0.686377750082894,-0.795911752554863,-0.91916600428004,-1.05510434652334,-1.20269062054969,-1.36088866762399,-1.52866232901116,-1.70497544597614,-1.88879185978381,-2.07907541169912
"Pid1",0.762820557884439,0.570178752567427,0.400716495274655,0.273247767979444,0.167340235526253,0.0356613927184924,-0.141163563063338,-0.356937802426952,-0.59429888099056,-0.816559789279545,-0.99428474619185,-1.12566942606966,-1.21396772937936,-1.26243355658737,-1.27432080816008,-1.25288338456388,-1.20137518626518,-1.12305011373038,-1.02116206742588,-0.898964947818065
"Zfp536",0.750695701492193,0.707389359218844,0.664324308266529,0.621628232011547,0.578088569249787,0.531865050188165,0.487555227957839,0.455451411030092,0.439457730233918,0.431081103611826,0.422676574743501,0.413129044015801,0.40251877021269,0.390926012118132,0.378431028516091,0.365114078190528,0.351055419925408,0.336335312504693,0.321034014712348,0.305231785332336
"Col9a2",-0.811079151694232,-0.457908214083626,-0.120309912918534,0.18617211307282,0.4326686645642,0.582144705215854,0.625297476866099,0.577739755149542,0.457370366619267,0.284746822122647,0.0765564147083396,-0.16277071248005,-0.431048215435142,-0.726089750149548,-1.04570897261588,-1.38771953882674,-1.74993510477476,-2.13016932645254,-2.5262358598527,-2.93594836096785
"Cks1b",0.802150568621711,-0.00529713348054495,-0.507159176928434,-0.452878146412618,-0.074786269019175,0.0693643544130593,-0.129358665907985,-0.37422605217052,-0.485141975112081,-0.528238344785986,-0.575805350660395,-0.638151604515905,-0.71423934384922,-0.803030806157044,-0.903488228936081,-1.01457384968304,-1.13524990589462,-1.26447863506753,-1.40122227469848,-1.54444306228415
"Tsku",-0.35295887990639,-0.282054136730491,-0.208477011482124,-0.132244692718149,-0.0877822081641465,-0.13133936452793,-0.261502418185607,-0.425110486117691,-0.581135606517932,-0.714797049996023,-0.817345541753402,-0.889246285100951,-0.932651289677497,-0.949712565121902,-0.942582121072996,-0.913411967169625,-0.864354113050626,-0.797560568354845,-0.715183342721127,-0.619374445788307
"Rtn4r",1.43607952464847,1.31111535282164,1.17803001572103,1.03063051114876,0.881923085697379,0.75735654477849,0.65518982935516,0.549264558203394,0.421917831860848,0.273085049781831,0.104515047468361,-0.0824309114536279,-0.286462512432618,-0.506289440917092,-0.740621382355532,-0.988168022196418,-1.24763904588823,-1.51774413887946,-1.79719298661857,-2.08469527455407
"Pla2g2e",1.3773140183779,1.25207663891131,1.1383457338064,1.04367851323477,0.931790331363633,0.738736425757459,0.4768471500101,0.226773835304693,0.0418573186913147,-0.0804643940544512,-0.147778160519123,-0.164274093700522,-0.133520497070349,-0.0590856741003057,0.0554620717379033,0.206554436972579,0.390623118132017,0.604099811744517,0.843416214338375,1.10500402244189
"Myc",0.00912090123812491,-0.0731843133620502,-0.0663195381600966,0.0974406634441504,0.271277686042402,0.169405592730264,-0.188742854312336,-0.509980038852391,-0.631839624976923,-0.655906175945721,-0.68349136162404,-0.729196163087425,-0.791748265407553,-0.869875353656085,-0.962305112904696,-1.06776522822505,-1.18498338468882,-1.31268726736766,-1.44960456133326,-1.59446295165727
"Gadd45b",-0.808003619589072,-0.536277552673357,-0.280194131941157,-0.0537985857367828,0.136914690841831,0.290849510897083,0.389489470823498,0.398913405817373,0.309896604917468,0.160705484654444,-0.0145452428962737,-0.209412557375043,-0.422519030215633,-0.652487232851817,-0.89793973671736,-1.15749911324604,-1.42978793387162,-1.71342877002787,-2.00704419314857,-2.30925677466747
"Slfn2",-0.470149570493093,-0.350803534278418,-0.231302250922886,-0.111547298821579,0.00791981589016773,0.126079092804277,0.24161484307001,0.35296639306473,0.459567003089988,0.562736622945397,0.663692684903364,0.762737032835338,0.860003902606071,0.955627530080333,1.04974215112286,1.14248200159843,1.23398131737178,1.32437433430768,1.41379528827089,1.50237841512616
"Tspan15",-1.90695742601096,-1.4772658391635,-1.02759315064063,-0.536764425233976,0.05031974996191,0.799945182747612,1.526817342558,1.82340168073082,1.53577477704627,1.00192963748165,0.525157453380199,0.146560912448291,-0.140753637910494,-0.343679850292624,-0.469111377294505,-0.523941871512584,-0.51506498554329,-0.449374371983073,-0.333763683428354,-0.175126572475582
"Rgs3",-1.06185777821835,-1.31620962341987,-1.39378619956834,-1.14523304535624,-0.640232786373773,-0.100953437283235,0.362119460441322,0.741180401439165,1.03327866855501,1.23784068218488,1.35590171567346,1.39245938657643,1.35323666088584,1.24395650459373,1.07034188369215,0.838115764173154,0.553001112028772,0.220720893251056,-0.153001926167947,-0.562444380236198
"Cd68",-1.40305074251204,-1.62795234471946,-1.65343492646183,-1.30960210191578,-0.654370899114213,0.0913759870234781,0.74054031948627,1.14035218660221,1.24132261365156,1.18607053060977,1.10202768999238,1.00942051264428,0.908850365261281,0.800918614539166,0.686226627173729,0.565375769860768,0.43896740929607,0.307602912175439,0.171883645194665,0.0324109750495434
"F2r",-0.76404686847013,-0.908742472412359,-0.915248691230073,-0.666534972846709,-0.213015694358872,0.276408859814375,0.682083987875621,0.931141120820277,1.00584741243832,0.98914994291065,0.954237938725919,0.912822314373356,0.865359738091722,0.812306878119794,0.754120402696337,0.691256980060118,0.62417327844991,0.553325966104481,0.479171711262596,0.402167182163023
"Adamtsl1",0.717600083448352,0.663542735922076,0.608862936065515,0.550518692161029,0.45184785590952,0.256150939653891,-0.0126561565543135,-0.258770803636666,-0.430274402943396,-0.562573878264561,-0.690657935209367,-0.819873387467525,-0.95014079123824,-1.0813807027207,-1.21351367811412,-1.34646027361769,-1.4801410454306,-1.61447654975207,-1.74938734278127,-1.88479398071742
